hairstylist_transaction_id,customer_transaction_id,transaction_date,items_used,I00001,I00002,I00003,I00004,I00005,I00006,I00007,I00008,I00009,I00010,I00011,I00012,I00013,I00014,I00015,I00016,I00017,I00018,I00019,I00020,Total_Item_Cost,Total_Service_Cost,Total_Transaction_Cost
HTID305,CTID305,2025-06-26,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,10000,17000
HTID306,CTID306,2025-06-27,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,13250,19000
HTID307,CTID307,2025-06-27,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13500,21750
HTID308,CTID308,2025-06-27,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,10000,15750
HTID309,CTID309,2025-06-27,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,8000,16250
HTID310,CTID310,2025-06-28,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,12000,21000
HTID311,CTID311,2025-06-28,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,12000,17500
HTID312,CTID312,2025-06-29,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,6000,13000
HTID313,CTID313,2025-06-29,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,5000,15000
HTID314,CTID314,2025-06-29,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,4000,12250
HTID315,CTID315,2025-06-29,"I00014, I00016, I00013, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,9250,13500,22750
HTID316,CTID316,2025-06-29,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,15000,24000
HTID317,CTID317,2025-06-29,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID318,CTID318,2025-06-30,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,9000,14750
HTID319,CTID319,2025-06-30,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,14250,25000
HTID320,CTID320,2025-06-30,"I00008, I00011, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,8500,16000,24500
HTID321,CTID321,2025-07-01,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID322,CTID322,2025-07-02,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,15000,23250
HTID323,CTID323,2025-07-02,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,10000,20750
HTID324,CTID324,2025-07-02,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,5250,11250
HTID325,CTID325,2025-07-02,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,5000,13250
HTID326,CTID326,2025-07-03,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,10000,20000
HTID327,CTID327,2025-07-03,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,13500,19250
HTID328,CTID328,2025-07-03,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,4000,9750
HTID329,CTID329,2025-07-04,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,1500,9750
HTID330,CTID330,2025-07-04,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,12000,22000
HTID331,CTID331,2025-07-04,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,1500,10500
HTID332,CTID332,2025-07-04,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,5250,14250
HTID333,CTID333,2025-07-05,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,9000,19250
HTID334,CTID334,2025-07-05,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,15000,24750
HTID335,CTID335,2025-07-05,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,4000,13000
HTID336,CTID336,2025-07-06,"I00008, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7000,3000,10000
HTID337,CTID337,2025-07-06,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,4000,13000
HTID338,CTID338,2025-07-07,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,5000,11000
HTID339,CTID339,2025-07-07,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,22500,30750
HTID340,CTID340,2025-07-07,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,10000,15500
HTID341,CTID341,2025-07-07,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,1500,11500
HTID342,CTID342,2025-07-08,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13500,22500
HTID343,CTID343,2025-07-08,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,4000,13000
HTID344,CTID344,2025-07-08,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,10000,16250
HTID345,CTID345,2025-07-08,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,10000,17000
HTID346,CTID346,2025-07-09,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13250,21500
HTID347,CTID347,2025-07-09,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,8250,17250
HTID348,CTID348,2025-07-09,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,13500,19500
HTID349,CTID349,2025-07-09,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,9000,17250
HTID350,CTID350,2025-07-09,"I00016, I00015, I00009, I00005, I00010",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,6750,10000,16750
HTID351,CTID351,2025-07-10,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,6500,13500
HTID352,CTID352,2025-07-10,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,4000,13000
HTID353,CTID353,2025-07-10,"I00019, I00015, I00017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5250,5000,10250
HTID354,CTID354,2025-07-10,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,13500,24250
HTID355,CTID355,2025-07-11,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,14500,20750
HTID356,CTID356,2025-07-11,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,8000,16250
HTID357,CTID357,2025-07-11,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,15000,23250
HTID358,CTID358,2025-07-12,"I00008, I00011, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,8500,6000,14500
HTID359,CTID359,2025-07-12,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,3000,8750
HTID360,CTID360,2025-07-12,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,5000,11000
HTID361,CTID361,2025-07-13,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,10000,20000
HTID362,CTID362,2025-07-13,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,5000,10750
HTID363,CTID363,2025-07-13,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,1500,9750
HTID364,CTID364,2025-07-14,"I00006, I00009, I00003",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5750,1500,7250
HTID365,CTID365,2025-07-14,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,5000,15250
HTID366,CTID366,2025-07-14,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,13250,24250
HTID367,CTID367,2025-07-14,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,5000,14000
HTID368,CTID368,2025-07-15,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,15000,23250
HTID369,CTID369,2025-07-15,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,4000,14250
HTID370,CTID370,2025-07-15,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,10250,19250
HTID371,CTID371,2025-07-15,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,5000,16000
HTID372,CTID372,2025-07-16,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,11000,20000
HTID373,CTID373,2025-07-16,"I00008, I00011, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,8500,10000,18500
HTID374,CTID374,2025-07-16,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,5000,14750
HTID375,CTID375,2025-07-17,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,4000,13000
HTID376,CTID376,2025-07-17,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,8000,15000
HTID377,CTID377,2025-07-17,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID378,CTID378,2025-07-17,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,13500,20500
HTID379,CTID379,2025-07-17,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID380,CTID380,2025-07-18,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,12000,22750
HTID381,CTID381,2025-07-18,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,11500,19750
HTID382,CTID382,2025-07-19,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,2250,9250
HTID383,CTID383,2025-07-19,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,12000,17500
HTID384,CTID384,2025-07-19,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,11750,20750
HTID385,CTID385,2025-07-19,"I00014, I00016, I00013, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,9250,8000,17250
HTID386,CTID386,2025-07-19,"I00014, I00016, I00013, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,10250,12000,22250
HTID387,CTID387,2025-07-20,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,18500,25500
HTID388,CTID388,2025-07-20,"I00013, I00008, I00005, I00018",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4500,11000,15500
HTID389,CTID389,2025-07-21,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,9000,18000
HTID390,CTID390,2025-07-21,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,6000,11750
HTID391,CTID391,2025-07-21,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,15000,22000
HTID392,CTID392,2025-07-21,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,17500,23250
HTID393,CTID393,2025-07-21,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,13500,23500
HTID394,CTID394,2025-07-21,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,9750,20750
HTID395,CTID395,2025-07-22,"I00014, I00016, I00013, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,9000,4000,13000
HTID396,CTID396,2025-07-23,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,10000,15750
HTID397,CTID397,2025-07-23,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,12000,21000
HTID398,CTID398,2025-07-23,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13500,21750
HTID399,CTID399,2025-07-23,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13500,21750
HTID400,CTID400,2025-07-23,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,3000,14000
HTID401,CTID401,2025-07-24,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,3000,9250
HTID402,CTID402,2025-07-24,"I00008, I00011, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,8500,12000,20500
HTID403,CTID403,2025-07-24,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,5000,10750
HTID404,CTID404,2025-07-25,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,20250,26000
HTID405,CTID405,2025-07-25,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,8000,18000
HTID406,CTID406,2025-07-26,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,3000,12000
HTID407,CTID407,2025-07-26,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,11000,21000
HTID408,CTID408,2025-07-26,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,5250,11500
HTID409,CTID409,2025-07-27,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,13500,19750
HTID410,CTID410,2025-07-27,"I00008, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7000,8000,15000
HTID411,CTID411,2025-07-28,"I00014, I00019",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4000,10000,14000
HTID412,CTID412,2025-07-29,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID413,CTID413,2025-07-30,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,4000,14000
HTID414,CTID414,2025-07-30,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,7500,17500
HTID415,CTID415,2025-07-30,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,10250,18500
HTID416,CTID416,2025-07-30,"I00007, I00008, I00002, I00004",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4750,3000,7750
HTID417,CTID417,2025-07-30,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,6500,13500
HTID418,CTID418,2025-07-31,"I00008, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7000,7500,14500
HTID419,CTID419,2025-08-01,"I00008, I00005, I00010, I00017, I00012",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,7000,11250,18250
HTID420,CTID420,2025-08-02,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,11000,16500
HTID421,CTID421,2025-08-02,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,4000,11000
HTID422,CTID422,2025-08-03,"I00018, I00008, I00010, I00017, I00012",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,7500,7500,15000
HTID423,CTID423,2025-08-03,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,12000,21750
HTID424,CTID424,2025-08-03,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,13500,19500
HTID425,CTID425,2025-08-04,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID426,CTID426,2025-08-04,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID427,CTID427,2025-08-04,"I00014, I00016, I00013, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,9250,10000,19250
HTID428,CTID428,2025-08-05,"I00001, I00004, I00007, I00003, I00017",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6000,4000,10000
HTID429,CTID429,2025-08-05,"I00002, I00005, I00010, I00007",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4250,13500,17750
HTID430,CTID430,2025-08-05,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,10000,19000
HTID431,CTID431,2025-08-06,"I00016, I00006, I00001, I00005, I00017",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6250,3000,9250
HTID432,CTID432,2025-08-06,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,10000,18250
HTID433,CTID433,2025-08-08,"I00016, I00006, I00001, I00002, I00005, I00017",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7000,12000,19000
HTID434,CTID434,2025-08-08,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,17500,23000
HTID435,CTID435,2025-08-09,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,13500,22500
HTID436,CTID436,2025-08-09,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,10250,19250
HTID437,CTID437,2025-08-10,"I00007, I00017, I00003, I00004",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5750,12000,17750
HTID438,CTID438,2025-08-10,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,5250,13500
HTID439,CTID439,2025-08-10,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,15000,25000
HTID440,CTID440,2025-08-10,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,10000,18250
HTID441,CTID441,2025-08-11,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,13250,21500
HTID442,CTID442,2025-08-11,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,12000,23000
HTID443,CTID443,2025-08-11,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,3000,8500
HTID444,CTID444,2025-08-11,"I00008, I00011, I00005, I00010, I00017",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,7000,10250,17250
HTID445,CTID445,2025-08-12,"I00014, I00016, I00013, I00015, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10000,11250,21250
HTID446,CTID446,2025-08-12,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,12000,20250
HTID447,CTID447,2025-08-13,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,9000,20000
HTID448,CTID448,2025-08-15,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,10000,18250
HTID449,CTID449,2025-08-15,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,10000,21000
HTID450,CTID450,2025-08-15,"I00014, I00016, I00013, I00015, I00018, I00020, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11000,12000,23000
HTID451,CTID451,2025-08-15,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,12750,21750
HTID452,CTID452,2025-08-16,"I00014, I00016, I00013, I00015, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,10750,15000,25750
HTID453,CTID453,2025-08-17,"I00018, I00012",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2500,20000,22500
HTID454,CTID454,2025-08-17,"I00014, I00016, I00013, I00018, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,10000,13250,23250
HTID455,CTID455,2025-08-17,"I00014, I00016, I00013, I00015, I00019, I00017",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,9750,9000,18750
HTID456,CTID456,2025-08-18,"I00016, I00006, I00001, I00005, I00010, I00017",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8250,10000,18250
HTID457,CTID457,2025-08-18,"I00016, I00006, I00001, I00002, I00005, I00010, I00017",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,9000,3000,12000
HTID458,CTID458,2025-08-19,"I00017, I00005, I00010, I00008",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5500,3000,8500
